a.idpessoa,c.idpessoa,b.total
2,161,22.87150191832622
2,160,24.0031685408406
2,159,23.90075521819342
2,181,23.9245835909426
2,182,23.89768608045557
2,179,23.833583448571055
2,180,23.932714012414053
2,185,24.13468251293147
2,186,24.124636784830567
2,183,23.936424127258444
2,184,24.075124091061298
2,173,23.632553818832193
2,174,23.636330087388778
2,171,23.58079091124808
2,172,23.610347307907183
2,177,23.7619233228289
2,178,23.73637293269551
2,175,23.683855260493385
2,176,23.72280759100828
2,132,14.374261720171926
2,131,14.966646250914064
2,134,15.048803939184005
2,133,14.66245545602782
2,136,15.2510622580855
2,135,15.122149318135962
2,138,15.228210663108126
2,137,15.351208421489169
2,124,13.823342576960176
2,123,13.62945340063203
2,126,14.237935243566744
2,125,14.359613504548093
2,128,14.131673644689082
2,127,14.486921688198635
2,130,14.651177427087557
2,129,14.585352241204188
2,147,22.8102652330042
2,148,22.85056016818844
2,149,22.966586598796088
2,150,22.981829779197305
2,151,23.012088127764503
2,152,23.160034542288574
2,153,23.193113201983042
2,154,23.259084246805592
2,139,15.966527487215245
2,140,15.649616608722399
2,141,21.987917136463835
2,142,22.18929696948509
2,143,22.324571664423935
2,144,22.43365774901632
2,145,22.570434200519937
2,146,22.7152856024308
2,106,6.905896031652953
2,105,6.358970042388941
2,104,6.362546659946786
2,103,6.63783097103263
2,102,6.028946840037654
2,101,8.312622931421826
2,100,5.904345857078496
2,99,6.437429611265665
2,98,6.4188005109989215
2,97,7.65940598218948
2,96,6.881024633003431
2,95,6.266897158881738
2,94,5.2867097518210695
2,93,6.859365859902796
2,92,6.628612222780875
2,91,6.371938480556761
2,121,15.846163573559375
2,122,16.705029182853888
2,119,8.094844038028157
2,120,9.257429448826494
2,117,7.070855676649043
2,118,8.254459400832983
2,115,6.8647068400624365
2,116,9.726191443725545
2,113,6.772296508570783
2,114,7.357316086726192
2,111,6.456655480974651
2,112,6.637748112123569
2,109,9.19082694864831
2,110,6.27670295617054
2,107,7.369192628775557
2,108,7.155082109941158
2,72,5.243290951301482
2,71,6.337546844008336
2,74,5.282546734293981
2,73,4.422849760052901
2,68,4.72200169419707
2,67,3.6266789215479225
2,70,4.70120197396368
2,69,3.9258756984907204
2,64,4.733708905287693
2,63,5.105800622821068
2,66,4.745366160793074
2,65,4.274037903435112
2,60,5.209731279058452
2,59,4.050345664261261
2,62,3.7064538308199664
2,61,3.4885527085024814
2,87,5.805385430787521
2,88,7.098795672506711
2,89,5.069832344368007
2,90,5.2403148760356
2,83,5.279867422577957
2,84,4.517388626186594
2,85,6.356893895606564
2,86,4.962579974166664
2,79,4.4281485973259755
2,80,6.380000000000001
2,81,6.547801157640632
2,82,4.811070566932063
2,75,6.273404179550366
2,76,6.374574495603609
2,77,5.681144250941003
2,78,4.67936961566406
2,44,3.3868126608951963
2,43,2.9601520231231366
2,46,5.216981886110015
2,45,3.3562628025826586
2,48,3.6032346579150247
2,47,3.0809901006007796
2,50,5.467586304760082
2,49,3.3258081724597406
2,8,1.131591799192624
2,7,3.8256110623010278
2,10,2.7800179855533313
2,9,3.6650920861555445
2,4,1.1800423721205957
2,3,5.716519920371135
2,6,2.7621911592067625
2,5,3.192256255378006
2,1,3.600055555126894
2,23,5.297971309850594
2,24,2.139275578320849
2,25,2.458393784567477
2,26,2.3269078194032526
2,19,3.200624938976762
2,20,3.8647638996450997
2,21,2.1213203435596433
2,22,4.141545605205865
2,15,3.8285898187191596
2,16,5.941397142087037
2,17,2.3491274976041647
2,18,4.029813891484321
2,11,1.8401086924418357
2,12,4.604628106590153
2,13,4.731109806377359
2,14,1.6977926846349647
2,42,6.905541253225558
2,41,4.91467191173531
2,40,3.969143484430867
2,39,4.773353119139627
2,38,5.440266537588025
2,37,3.851752847730499
2,36,4.366508903002489
2,35,3.821583441454602
2,34,3.1205448242254117
2,33,4.4574544305017865
2,32,3.354668388976771
2,31,3.2603834130359584
2,30,4.852731189752839
2,29,6.563269002562672
2,28,4.301185882986227
2,27,4.033472449391467
2,57,3.9145370096602745
2,58,3.7534117812997816
2,55,5.211621628629615
2,56,3.447723886856371
2,53,5.131909975827714
2,54,5.89132412959939
2,51,5.264000379939197
2,52,5.866625946828383
3,200,24.859052677043024
3,198,24.458556784896366
3,199,24.594540044489552
3,196,24.58513371938416
3,197,24.342793594819803
3,195,24.29844645239691
3,194,24.36372918910404
3,193,24.455659876601164
3,192,24.273370182156413
3,191,24.248187561135367
3,190,24.20976042838921
3,189,24.138802787213784
3,188,24.085109507743574
3,187,24.0537419126422
3,186,23.995051573189002
3,185,23.78484601589844
3,184,23.896698516740763
3,183,23.755407805381918
3,182,23.757819765289913
3,181,23.57894187617417
3,180,23.512758238879588
3,142,22.03762464513814
3,143,22.14748969973798
3,140,18.011565728719976
3,141,22.028501991737887
3,146,22.761933134072773
3,147,22.948725454804677
3,144,22.351178939823285
3,145,22.77870277254611
3,134,17.901097731703494
3,135,17.913793568086017
3,132,17.07126240206037
3,133,17.45841344452582
3,138,17.890517041158986
3,139,18.843104839701972
3,136,17.985341253365196
3,137,18.116296531024215
3,127,17.54702538893701
3,126,17.285305898363497
3,125,17.580412395618026
3,124,16.939569061815003
3,131,18.011710079834174
3,130,17.64995184129407
3,129,17.601082353082724
3,128,16.93244223377124
3,119,3.399485255152609
3,118,3.162672920173694
3,117,1.4484474446799926
3,116,8.875866154916938
3,123,16.967268489653836
3,122,19.74242639596258
3,121,19.424945302368293
3,120,4.4062001770232815
3,172,23.516498463844485
3,173,23.475625657264175
3,174,23.462457245565734
3,175,23.629405409362295
3,176,23.612390814993727
3,177,23.523605165875406
3,178,23.743041085758158
3,179,23.71633403374139
3,164,22.985003806830225
3,165,22.902720362437297
3,166,23.11928199577141
3,167,23.316348341882357
3,168,23.29101114164003
3,169,23.32428991416459
3,170,23.287844468735187
3,171,23.48510378942363
3,157,23.591443364067405
3,156,23.41312666005974
3,159,24.078972154143127
3,158,23.635145440635647
3,161,22.73772635951097
3,160,24.22537719004598
3,163,22.84200516592184
3,162,22.806448649450008
3,149,22.991905097229328
3,148,22.9754412362418
3,151,23.095367500864757
3,150,23.070866910456573
3,153,23.439592573250927
3,152,23.32477223897374
3,155,23.481126463609026
3,154,23.568742011401458
3,103,5.93472830043634
3,102,6.656876144258656
3,107,5.8048600327656485
3,106,5.984947785904235
3,105,6.383455177253146
3,104,6.378103166302658
3,111,7.098520972709738
3,110,7.866282476494217
3,109,5.811996214726916
3,108,5.9728217786905375
3,115,7.800000000000001
3,114,6.769320497657057
3,113,8.98386331151582
3,112,6.80841391221186
3,86,5.672124822321878
3,87,4.877058539734786
3,84,6.446471903297183
3,85,4.128256290493602
3,90,5.9262888893471946
3,91,4.722732260037615
3,88,4.274821633705902
3,89,6.322546955143947
3,94,7.074694339687051
3,95,5.362107794515138
3,92,4.803675675979801
3,93,4.831821602667052
3,98,5.608065620158166
3,99,5.6081458611558945
3,96,5.028807015585307
3,97,4.984505993576494
3,101,5.153299913647564
3,100,6.2800079617783915
3,52,2.7376084453405674
3,53,3.1238597919881097
3,54,2.7637112729082243
3,55,3.1212817879839045
3,56,5.754042057545286
3,57,4.710095540432274
3,58,4.993245437588663
3,59,4.5417287457530975
3,60,3.366674917481638
3,61,5.870621772861884
3,62,5.447384693593798
3,63,3.630564694369183
3,64,3.95790348543266
3,65,4.502887962186045
3,66,4.0219025348707795
3,67,6.272623055787745
3,69,6.026881448975083
3,68,4.314220671222093
3,71,3.5012711977223354
3,70,4.593092640041131
3,73,5.226107538120508
3,72,4.146383966783588
3,75,3.7925453194391756
3,74,4.385031356786403
3,77,4.168500929590875
3,76,3.805390912902379
3,79,6.392002816019405
3,78,5.595578611725511
3,81,3.9524802339796716
3,80,3.995922922179555
3,83,4.864236836339283
3,82,5.416733332923082
3,26,5.113403954314582
3,27,2.8050846689538624
3,14,5.403156484870673
3,15,2.4999399992799822
3,12,1.6483931569865233
3,13,1.5774663229368795
3,18,2.384030201150983
3,19,3.270137611783333
3,16,1.16
3,17,4.254056887254799
3,6,3.126995362964263
3,7,2.0883725721240456
3,4,4.742372823808773
3,5,2.5855947091530016
3,10,3.41275548494175
3,11,4.659721021692178
3,8,5.498590728541268
3,9,2.29
3,2,5.716519920371135
3,1,2.1663333076883613
3,44,4.385259399397031
3,45,4.580927853612192
3,46,2.687843001367453
3,47,5.6486547070961945
3,48,4.581844606705905
3,49,5.132562712719641
3,50,2.836353292521931
3,51,3.000416637735499
3,36,2.873081968896815
3,37,3.482786240928374
3,38,2.3231228981696166
3,39,2.750363612324741
3,40,3.5284132411042783
3,41,2.7181243532995323
3,42,2.3008042072284205
3,43,7.112081270626763
3,29,1.7308090593707903
3,28,2.5991537084212615
3,31,3.752292632511488
3,30,2.174120511839212
3,33,2.596247291765559
3,32,3.6505889935735025
3,35,3.2617326683834773
3,34,4.087542048713382
3,21,4.850257725111109
3,20,2.591408883213917
3,23,1.584203269785793
3,22,2.4212806528777278
3,25,4.75378796329832
3,24,5.36962754760514
4,182,23.170863169075076
4,181,23.164265583005214
4,184,23.34262410270105
4,183,23.202950243449646
4,186,23.400418799671083
4,185,23.374503203276856
4,188,23.480136285805496
4,187,23.450172707253138
4,174,22.902829519515706
4,173,22.901836170927428
4,176,23.00017608628247
4,175,22.970426639485822
4,178,23.03347346797699
4,177,23.01835137450117
4,180,23.16055482927816
4,179,23.1102617899495
4,197,23.814065171658534
4,198,23.945431714629827
4,199,24.0207514453649
4,200,24.40215154448476
4,189,23.48076872676872
4,190,23.513234571194154
4,191,23.600476690100983
4,192,23.640135363402635
4,193,23.727090002779523
4,194,23.72041314985892
4,195,23.73131686190212
4,196,23.788579192545317
4,132,14.168447339070008
4,131,14.857893524992027
4,130,14.527164210540198
4,129,14.465303315174557
4,128,13.950258062129175
4,127,14.377983168720153
4,126,14.123218471722373
4,125,14.293809849022058
4,140,15.372507928116349
4,139,15.82126733229674
4,138,15.02161442721787
4,137,15.171951094041926
4,136,15.063014306572242
4,135,14.947738959454703
4,134,14.889526520343084
4,133,14.484961166672143
4,115,6.090295559330434
4,116,8.763635090531782
4,113,6.28048565001147
4,114,6.362515225914984
4,111,5.607040217440927
4,112,5.7187586065509
4,109,8.0198379035988
4,110,5.608966036623863
4,123,13.59001471669549
4,124,13.723458019027131
4,121,15.894665771887121
4,122,16.607724106571617
4,119,6.937002234394911
4,120,8.09830229122129
4,117,6.148373768729418
4,118,7.121629027125746
4,162,22.20090088262186
4,161,22.141411427458728
4,164,22.370438082433697
4,163,22.317537946646354
4,158,22.86952557444076
4,157,22.760678812372884
4,160,23.338500380272933
4,159,23.22799173411253
4,170,22.801688533966075
4,169,22.74148631906015
4,172,22.8900196592314
4,171,22.86003499559876
4,166,22.620223252656018
4,165,22.48643368789279
4,168,22.711726046251965
4,167,22.700220263248546
4,145,21.897145932746575
4,146,22.014806381160838
4,147,22.12595082702662
4,148,22.164083558766873
4,141,21.283044894939255
4,142,21.453190904851425
4,143,21.58490213088769
4,144,21.7101473970123
4,153,22.529292043914737
4,154,22.606691487256597
4,155,22.60134951723016
4,156,22.66643333213234
4,149,22.26359360031529
4,150,22.28977343985353
4,151,22.31917785224178
4,152,22.48180820129911
4,64,3.5900557098741515
4,63,3.940012690334892
4,62,2.835718603811034
4,61,2.764868893817571
4,68,3.608434563630051
4,67,3.0098671067008924
4,66,3.6062445840513915
4,65,3.1932585238279723
4,72,4.104095515457699
4,71,5.158778925288425
4,70,3.6179828634198916
4,69,3.183237345847777
4,76,5.200740331914293
4,75,5.100401944945123
4,74,4.160384597606331
4,73,3.4464619539463945
4,47,2.3447814397081874
4,48,2.5516269319788893
4,45,2.3093289068471816
4,46,4.038861225642694
4,51,4.084017629736679
4,52,4.689434933976588
4,49,2.4063457773146397
4,50,4.288123132560444
4,55,4.032431028548411
4,56,2.6935664090569587
4,53,3.952847075210474
4,54,4.7138307139735085
4,59,2.981073632099683
4,60,4.034699493146919
4,57,2.875778155560682
4,58,2.774815309169242
4,94,4.600630391587657
4,93,5.7166773566469535
4,96,5.7496086823365635
4,95,5.192157547686703
4,98,5.360457070064082
4,97,6.4993845862512245
4,100,4.977429055245288
4,99,5.3779178126855
4,102,5.152446021066111
4,101,7.142282548317449
4,104,5.406153900879996
4,103,5.600830295590109
4,106,5.855501686448394
4,105,5.403702434442518
4,108,6.086682183258791
4,107,6.272519430021719
4,77,4.5337512062308845
4,78,3.7503333185198353
4,79,3.7085037414029935
4,80,5.211420151935555
4,81,5.375518579634898
4,82,3.83938797206013
4,83,4.203867267171979
4,84,3.7980652969637054
4,85,5.193418912431385
4,86,4.022399781225133
4,87,4.707122263124254
4,88,5.926921629311458
4,15,2.6779843166082955
4,16,4.846411043236015
4,13,3.6211738428305256
4,14,1.0977249200050079
4,19,2.02249845488198
4,20,2.70386760030886
4,17,1.2095040305844378
4,18,2.8783502219153245
4,23,4.168692840687594
4,24,1.430034964607509
4,21,1.1621101496846156
4,22,2.982096577912929
4,27,2.8571664284741964
4,28,3.1285300062489414
4,25,1.4632839779072275
4,26,1.4741099009232657
4,32,2.1852459815773595
4,31,2.0960916010518242
4,30,3.6919507038962474
4,29,5.443620119001692
4,36,3.1869891747541272
4,35,2.642725865465428
4,34,1.9887936041731429
4,33,3.2831996588693775
4,40,2.8004642472275907
4,39,3.5944957921800382
4,38,4.271416626834708
4,37,2.6800186566514794
4,44,2.304126732625616
4,43,2.885134312298129
4,42,5.760902707041667
4,41,3.7361076001635705
4,1,2.7460699189933244
4,3,4.742372823808773
4,2,1.1800423721205957
4,6,1.6604818577750242
4,5,2.160092590608097
4,8,0.8372574275573794
4,7,2.7464158461529444
4,10,1.6099689437998481
4,9,2.569708154635463
4,12,3.4951537877466854
4,11,0.7787810988975012
4,92,5.492176253544673
4,91,5.239284302268774
4,90,4.319189738828337
4,89,4.24425494050487
5,170,22.814859193078533
5,171,22.938177782901587
5,172,22.96897472679179
5,173,22.956291076739724
5,166,22.638429715861477
5,167,22.773361631520277
5,168,22.767751316280663
5,169,22.799307007012295
5,178,23.151969678625616
5,179,23.18082397155028
5,180,23.11350471045012
5,181,23.146153028095185
5,174,22.950694978583982
5,175,23.06496260564929
5,176,23.07304271222155
5,177,23.04152121714189
5,187,23.521262721206103
5,186,23.467100374780006
5,189,23.577406557974097
5,188,23.552027513570884
5,183,23.249010731641896
5,182,23.232823762943667
5,185,23.355449042996366
5,184,23.390136810202716
5,195,23.786807267895366
5,194,23.811341835352327
5,197,23.852096343927506
5,196,23.951461333288204
5,191,23.692878676935816
5,190,23.628004570847704
5,193,23.857862435683543
5,192,23.725977324443345
5,200,24.4096087637635
5,198,23.976840909510994
5,199,24.080716351470944
5,102,5.306420639187964
5,103,5.160087208565375
5,104,5.28557470858184
5,105,5.287154244014449
5,106,5.334538405523012
5,107,5.498045107126714
5,108,5.465757038142108
5,109,6.6207703479278
5,110,6.225343364024188
5,111,5.788410835453891
5,112,5.687758785321333
5,113,7.183488010709004
5,114,6.022125870487929
5,115,6.422997742487538
5,116,8.404338165495245
5,117,4.006706877224736
5,119,5.036983224113417
5,118,5.1161313509330455
5,121,17.371056386990404
5,120,6.193585391354509
5,123,14.973793774458096
5,122,17.88062918356063
5,125,15.63371357035813
5,124,15.022599641872908
5,127,15.656525795974025
5,126,15.396496354690571
5,129,15.726951389255325
5,128,15.128096377271003
5,131,16.131366960056425
5,130,15.782398423560343
5,133,15.66200817264504
5,132,15.30652475253609
5,136,16.21738573260191
5,137,16.338411795520397
5,134,16.089052178422445
5,135,16.124010047131577
5,140,16.38340623924097
5,141,21.408829954016635
5,138,16.148105151998486
5,139,17.03169104933506
5,144,21.78950435416097
5,145,22.09038252271789
5,142,21.504627409001998
5,143,21.626918412016074
5,148,22.32575642615497
5,149,22.386853284908085
5,146,22.145530023009158
5,147,22.292781342847285
5,153,22.739415120006935
5,152,22.660011032653976
5,151,22.4651752719626
5,150,22.437914341578182
5,157,22.93458741726129
5,156,22.800429820509965
5,155,22.797477930683474
5,154,22.84159582866311
5,161,22.202308438538545
5,160,23.541631209412824
5,159,23.413722472088885
5,158,23.013430861129766
5,165,22.465495765729273
5,164,22.441098457963236
5,163,22.34592804069681
5,162,22.266432134493392
5,51,2.6764902391004526
5,50,2.768465278814238
5,53,2.632299375071156
5,52,3.0600653587791227
5,47,3.3970575502926055
5,46,2.4906224121692957
5,49,3.025111568190503
5,48,2.6659332324722613
5,43,4.65123639476645
5,42,3.8118237105091834
5,45,2.5493920843997304
5,44,2.3876766950322237
5,39,2.1324164696418944
5,38,2.5415349692656197
5,41,2.2408257406590093
5,40,2.001049724519608
5,66,2.8901557051480804
5,67,4.094154369341733
5,68,3.0727837541877236
5,69,3.9906139878469835
5,62,3.4375136363365892
5,63,2.892766841624122
5,64,2.840017605579233
5,65,2.9495931922894045
5,58,3.0810387858642745
5,59,2.8589508565206225
5,60,2.82177249260106
5,61,3.7147409061736734
5,54,3.0901456276363417
5,55,2.6945314991664127
5,56,3.602846097184835
5,57,2.924260590303128
5,85,4.024027832905731
5,84,4.531942188510353
5,83,3.761980861195336
5,82,3.8928267364474367
5,81,4.075414089390181
5,80,3.9777506206397604
5,79,4.457555383839892
5,78,3.960934233233367
5,77,3.5911697258692743
5,76,3.8875313503559035
5,75,3.8095800293470665
5,74,3.462080299473136
5,73,3.569103528899099
5,72,3.2919295253695817
5,71,3.729798922194064
5,70,3.2534596969994882
5,100,5.001199856034549
5,101,5.779567457863953
5,98,4.850659748941374
5,99,4.8610286977140955
5,96,4.807078114613907
5,97,5.280151512977634
5,27,1.4787156589419075
5,26,2.6935849717430496
5,29,3.4124771061503103
5,28,1.5989058759038945
5,23,2.191072796599876
5,22,1.3104579352272243
5,25,2.372003372678884
5,24,2.9029984498790213
5,35,1.6643316977093239
5,34,1.9720294115453754
5,37,1.8767258723638889
5,36,1.841005160231768
5,31,1.7173234989366444
5,30,1.928756075816742
5,33,1.7516278143486985
5,32,1.6769317219254933
5,10,1.0041912168506557
5,11,2.1231344752511556
5,12,1.4702720836634289
5,13,1.5932670836994025
5,6,0.5727128425310553
5,7,0.6657326790837284
5,8,2.9161961525247238
5,9,0.5672741841473127
5,18,1.1538197432874855
5,19,1.1515641536623136
5,20,1.1236102527122112
5,21,2.3806931763669166
5,14,2.865135249861689
5,15,0.9995999199679839
5,16,2.7634217919094426
5,17,1.8111046352985791
5,4,2.160092590608097
5,3,2.5855947091530016
5,2,3.192256255378006
5,1,0.8875246475450699
5,87,4.073548821359577
5,86,4.145949830859028
5,89,4.657177256665244
5,88,4.597912569851671
5,91,4.33240118179284
5,90,4.452527372178638
5,93,4.6952742198938715
5,92,4.535416188179427
5,95,4.623126647627123
5,94,5.28569768337161
6,4,1.6604818577750242
6,5,0.5727128425310553
6,13,1.970406049523804
6,14,2.2961271741782943
6,11,1.5527073130503368
6,12,1.8439360075664246
6,9,0.910054943396277
6,10,0.5015974481593778
6,7,1.08664621657649
6,8,2.3747420912595953
6,22,1.4393401265857921
6,21,1.8096684779262735
6,20,1.180889495253472
6,19,0.8229823813423955
6,18,1.3060245020672476
6,17,1.2480785231707168
6,16,3.189435686763413
6,15,1.10887330205033
6,30,2.13805986819827
6,29,3.8013944809766858
6,28,1.6650825805346723
6,27,1.456090656518337
6,26,2.127580785775243
6,25,1.8157092278225602
6,24,2.331222855069844
6,23,2.5369272752682543
6,199,23.804203410322305
6,200,24.145678702409672
6,195,23.51112502625087
6,196,23.651141621494723
6,197,23.58055342861995
6,198,23.70694623944636
6,191,23.408539040273315
6,192,23.443182377825753
6,193,23.564804263986577
6,194,23.527430798963156
6,190,23.338453247805433
6,189,23.292000772797515
6,188,23.272344101959302
6,187,23.241742619691838
6,186,23.1885661479963
6,185,23.097034441676705
6,184,23.11602258175052
6,183,22.975127856009856
6,182,22.955210737433887
6,181,22.88735021796975
6,180,22.86159443258497
6,179,22.901165909184627
6,178,22.86120075586582
6,177,22.772854454371767
6,176,22.79276420270258
6,175,22.77965100698428
6,173,22.68021384378904
6,174,22.67615487687452
6,171,22.656566377101363
6,172,22.687199033816402
6,169,22.522317820331015
6,170,22.54837022935361
6,167,22.492781064154784
6,168,22.491156039652562
6,165,22.2068120179372
6,166,22.37060794882428
6,163,22.075463755038083
6,164,22.160823540653897
6,161,21.924107735549924
6,162,21.98720537039667
6,159,23.107834169389395
6,160,23.23191769957874
6,83,3.5168878287485943
6,84,4.0534553161469535
6,85,4.017661011085928
6,86,3.7724395290050707
6,79,3.9755502763768438
6,80,3.9943084507834405
6,81,4.118859065323794
6,82,3.5281298162057473
6,91,4.241238026803023
6,92,4.464302857109944
6,93,4.648354547579175
6,94,4.825453346577915
6,87,3.8916577444580094
6,88,4.659957081347424
6,89,4.235906042395181
6,90,4.083748278236552
6,68,2.8301943396169813
6,67,3.5626535054647115
6,70,2.970016834969122
6,69,3.491847648452034
6,64,2.653469426995533
6,63,2.8115654002708172
6,66,2.6949211491247755
6,65,2.621011255221923
6,76,3.932848840217483
6,75,3.8448016853928895
6,78,3.5645196029759747
6,77,3.49521100936696
6,72,3.1435012327021603
6,71,3.818717062051077
6,74,3.282986445296417
6,73,3.1797012438277905
6,53,2.649113059119977
6,54,3.253459696999489
6,51,2.7321054152429776
6,52,3.225523213371748
6,49,2.5271525478292753
6,50,2.876734259538062
6,47,2.8572714256787006
6,48,2.2389283150650443
6,61,3.1922562553780045
6,62,2.9557570942146105
6,59,2.4955961211702506
6,60,2.801285419231679
6,57,2.52509405765409
6,58,2.6369679558159214
6,55,2.720827080135744
6,56,3.0829369114531024
6,38,2.747107569790452
6,37,1.6423458831805196
6,36,1.8307648674802564
6,35,1.4752626884728024
6,34,1.5171354586852155
6,33,1.8278402556022237
6,32,1.3154847015454036
6,31,1.321968229572859
6,46,2.604611295375954
6,45,2.0905980005730416
6,44,1.9487944991712185
6,43,4.07867625584576
6,42,4.150614412349094
6,41,2.3213142829009605
6,40,1.7772450590731714
6,39,2.19271521178652
6,143,21.35262981461534
6,144,21.50665245918109
6,145,21.78175842304748
6,146,21.851144134804475
6,147,21.990291039456483
6,148,22.024463671108997
6,149,22.0943793757598
6,150,22.13979223028075
6,151,22.167564142232678
6,152,22.355243232852555
6,153,22.427523269411626
6,154,22.52424693524736
6,155,22.488774977752794
6,156,22.505830355710053
6,157,22.631007489725242
